Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Non-Travel,850,Research & Development,12,3,Other,1,142,4,Male,92,4,2,Healthcare Representative,2,Single,4238,14224,3,Y,No,14,3,2,80,1,7,4,4,3,3,3,3
26,Yes,Travel_Frequently,426,Sales,11,3,Life Sciences,1,143,4,Female,30,2,2,Sales Representative,4,Married,3779,4336,0,Y,Yes,13,4,1,80,0,14,5,4,1,1,1,1
48,Yes,Non-Travel,388,Research & Development,28,5,Medical,1,144,4,Male,37,3,3,Manufacturing Director,4,Married,6569,12435,5,Y,Yes,23,3,1,80,1,23,0,1,22,8,1,7
40,No,Travel_Rarely,880,Research & Development,5,2,Life Sciences,1,145,4,Female,41,2,2,Research Scientist,1,Married,4939,14586,0,Y,No,11,4,4,80,1,21,2,2,6,2,6,6
37,No,Travel_Rarely,428,Human Resources,5,1,Technical Degree,1,146,2,Male,33,2,5,Manager,1,Single,19999,6248,9,Y,Yes,14,4,4,80,1,15,4,4,4,4,4,4
39,No,Travel_Rarely,1285,Sales,7,2,Medical,1,147,4,Male,62,3,1,Sales Representative,4,Single,2924,23237,1,Y,No,14,3,3,80,2,16,2,4,5,4,4,1
28,No,Travel_Rarely,1301,Research & Development,12,2,Medical,1,148,1,Male,81,2,2,Healthcare Representative,4,Single,5264,13882,1,Y,Yes,24,3,2,80,2,17,3,4,4,4,4,4
42,No,Travel_Rarely,222,Research & Development,5,4,Technical Degree,1,149,4,Male,38,3,3,Manufacturing Director,4,Divorced,8334,13777,0,Y,No,19,3,4,80,1,32,2,1,16,16,1,6
21,No,Travel_Rarely,838,Research & Development,22,3,Life Sciences,1,150,4,Female,40,3,2,Research Scientist,4,Married,4136,24597,0,Y,No,14,3,1,80,0,3,4,3,0,0,0,0
40,No,Non-Travel,165,Research & Development,25,4,Life Sciences,1,151,4,Male,56,2,1,Laboratory Technician,1,Married,2324,18971,0,Y,No,20,3,3,80,0,14,1,4,4,4,4,4
44,No,Travel_Rarely,127,Research & Development,17,4,Life Sciences,1,152,1,Female,38,2,2,Manufacturing Director,4,Married,5153,7276,0,Y,Yes,13,3,4,80,0,9,2,3,1,1,1,1
27,No,Travel_Frequently,960,Sales,25,5,Human Resources,1,153,1,Female,92,3,2,Sales Executive,4,Single,4579,6650,4,Y,No,14,3,4,80,1,21,3,2,3,3,3,3
37,No,Non-Travel,860,Research & Development,26,3,Life Sciences,1,154,2,Male,52,2,2,Healthcare Representative,2,Married,4784,21969,6,Y,No,20,3,4,80,2,15,2,4,1,1,1,1
34,No,Travel_Frequently,1129,Research & Development,8,3,Life Sciences,1,155,4,Male,77,4,2,Healthcare Representative,4,Divorced,5373,19305,3,Y,No,18,3,4,80,0,12,4,3,4,4,4,4
31,No,Travel_Rarely,1209,Research & Development,13,3,Life Sciences,1,156,2,Male,72,3,2,Laboratory Technician,2,Married,3556,11043,1,Y,No,17,3,4,80,0,19,3,2,1,1,1,1
47,Yes,Travel_Rarely,1354,Research & Development,6,3,Technical Degree,1,157,3,Female,40,1,1,Laboratory Technician,1,Married,2924,10761,0,Y,Yes,18,3,1,80,1,20,2,2,1,1,1,1
32,Yes,Travel_Rarely,103,Research & Development,22,4,Other,1,158,3,Female,56,4,2,Healthcare Representative,2,Married,3999,14033,4,Y,Yes,23,4,2,80,1,31,0,3,14,1,13,9
60,No,Travel_Rarely,145,Sales,28,3,Medical,1,159,2,Male,56,3,1,Sales Representative,3,Married,3138,21351,2,Y,No,19,3,3,80,1,12,4,4,5,5,5,5
42,No,Travel_Rarely,209,Research & Development,13,5,Marketing,1,160,1,Female,55,3,2,Healthcare Representative,3,Married,3692,17410,2,Y,No,22,4,4,80,0,12,4,3,8,8,8,4
48,Yes,Travel_Frequently,242,Research & Development,20,4,Medical,1,161,2,Male,98,4,1,Laboratory Technician,3,Married,2213,2656,3,Y,No,21,4,3,80,0,14,4,2,1,1,1,1
40,No,Travel_Rarely,413,Human Resources,25,4,Medical,1,162,3,Female,68,3,2,Human Resources,3,Single,4569,6554,2,Y,No,21,3,2,80,1,10,1,1,2,2,2,0
29,No,Travel_Rarely,1377,Research & Development,21,3,Marketing,1,163,4,Female,48,4,3,Research Director,2,Divorced,9607,22135,3,Y,Yes,17,4,4,80,0,18,3,2,15,2,10,12
28,No,Travel_Rarely,539,Research & Development,27,4,Technical Degree,1,164,4,Male,86,3,2,Research Scientist,3,Single,5683,23897,3,Y,No,15,3,2,80,0,11,2,4,9,9,7,6
30,Yes,Travel_Rarely,529,Research & Development,12,4,Medical,1,165,3,Female,74,2,1,Research Scientist,1,Single,3473,12648,1,Y,Yes,17,3,2,80,0,11,2,4,3,3,3,3
40,No,Travel_Frequently,1262,Research & Development,15,4,Marketing,1,166,2,Male,89,3,3,Manufacturing Director,3,Divorced,8575,6362,3,Y,No,16,3,4,80,1,30,3,4,24,4,15,10
24,No,Travel_Frequently,588,Sales,15,3,Marketing,1,167,4,Male,32,2,3,Sales Executive,4,Married,7413,10372,2,Y,Yes,12,4,4,80,2,32,3,3,13,13,6,13
43,No,Travel_Rarely,1307,Research & Development,25,4,Life Sciences,1,168,4,Male,55,2,5,Research Director,1,Married,17689,3722,2,Y,No,14,3,4,80,0,24,3,2,12,0,5,12
34,No,Travel_Frequently,709,Sales,17,2,Medical,1,169,4,Male,63,4,5,Manager,2,Married,19999,11994,1,Y,Yes,19,3,4,80,1,35,3,3,21,1,4,12
44,No,Travel_Rarely,1068,Research & Development,1,3,Medical,1,170,2,Male,31,3,2,Research Scientist,4,Divorced,3881,14357,5,Y,No,22,3,1,80,0,22,1,2,3,3,0,3
39,No,Travel_Rarely,783,Research & Development,3,3,Medical,1,171,4,Female,83,2,4,Manager,3,Single,13986,3018,1,Y,No,23,3,4,80,2,28,3,2,12,8,4,8
28,No,Travel_Frequently,109,Research & Development,28,4,Life Sciences,1,172,4,Male,42,3,2,Laboratory Technician,3,Married,4370,26321,2,Y,No,15,3,3,80,1,40,3,1,40,11,12,6
38,No,Travel_Rarely,1174,Research & Development,9,2,Life Sciences,1,173,3,Male,95,3,2,Research Scientist,3,Married,4368,19764,4,Y,No,24,3,1,80,1,19,2,3,8,3,8,8
37,No,Non-Travel,539,Sales,5,3,Medical,1,174,4,Male,31,3,2,Sales Executive,4,Married,5650,22680,1,Y,No,25,3,4,80,1,21,2,4,8,8,8,4
38,No,Travel_Rarely,973,Research & Development,29,4,Technical Degree,1,175,2,Male,97,4,2,Laboratory Technician,4,Single,3921,23188,3,Y,No,24,4,3,80,1,12,2,4,9,7,9,9
28,No,Travel_Rarely,1331,Research & Development,7,3,Life Sciences,1,176,4,Female,48,4,5,Manager,3,Married,17966,10583,0,Y,No,23,4,2,80,1,6,5,4,5,3,2,2
40,No,Non-Travel,1390,Sales,12,3,Marketing,1,177,2,Male,61,3,3,Sales Executive,3,Single,9739,17364,8,Y,No,14,4,3,80,1,17,5,4,4,4,1,4
33,No,Travel_Frequently,275,Research & Development,14,4,Medical,1,178,4,Male,40,3,1,Laboratory Technician,4,Divorced,2613,8729,0,Y,No,25,4,4,80,1,16,4,3,1,1,1,1
31,No,Travel_Rarely,263,Research & Development,14,4,Life Sciences,1,179,3,Female,95,2,2,Research Scientist,3,Divorced,5563,18522,2,Y,No,18,3,2,80,0,13,4,2,11,11,8,11
31,No,Travel_Rarely,754,Sales,11,3,Marketing,1,180,3,Male,93,4,4,Manager,3,Married,12271,26912,0,Y,No,17,3,4,80,0,6,3,3,2,2,2,2
49,No,Travel_Rarely,853,Research & Development,24,4,Medical,1,181,4,Female,30,2,2,Research Scientist,4,Single,5038,6881,1,Y,Yes,24,3,3,80,1,14,5,3,3,3,3,3
49,No,Travel_Rarely,600,Research & Development,1,3,Other,1,182,3,Male,42,4,3,Manufacturing Director,1,Divorced,6309,9298,1,Y,No,12,3,4,80,1,7,4,3,6,3,6,6
42,No,Travel_Rarely,1384,Research & Development,11,3,Medical,1,183,3,Female,56,3,3,Research Scientist,1,Married,6013,23982,4,Y,Yes,19,3,1,80,0,1,1,4,0,0,0,0
38,No,Travel_Rarely,1409,Sales,19,4,Life Sciences,1,184,3,Female,95,3,2,Sales Executive,4,Married,4126,3182,0,Y,No,19,3,4,80,3,18,1,3,7,7,7,7
40,No,Travel_Rarely,477,Research & Development,26,3,Life Sciences,1,185,3,Female,85,2,3,Manufacturing Director,3,Married,8973,10397,2,Y,Yes,22,3,4,80,0,19,4,3,3,3,3,3
46,No,Non-Travel,1226,Research & Development,7,3,Life Sciences,1,186,4,Male,86,3,2,Healthcare Representative,2,Married,4281,10983,1,Y,No,23,3,3,80,3,11,3,3,11,1,2,11
34,No,Travel_Rarely,1167,Research & Development,22,5,Medical,1,187,1,Male,66,2,2,Research Scientist,3,Single,4415,26546,2,Y,No,18,3,2,80,2,13,5,3,0,0,0,0
28,No,Non-Travel,398,Research & Development,1,3,Medical,1,188,4,Female,69,3,1,Laboratory Technician,3,Single,2935,14685,3,Y,No,16,3,3,80,0,9,1,3,4,4,4,1
23,No,Travel_Rarely,1368,Research & Development,5,2,Life Sciences,1,189,3,Male,81,4,3,Healthcare Representative,4,Married,6723,13416,0,Y,No,14,3,3,80,1,18,2,3,6,6,5,6
46,Yes,Travel_Frequently,1367,Human Resources,3,2,Life Sciences,1,190,1,Male,84,4,1,Human Resources,3,Married,2536,18587,2,Y,No,24,3,4,80,1,16,3,4,1,1,1,1
43,No,Travel_Rarely,581,Human Resources,20,2,Marketing,1,191,3,Female,46,2,5,Manager,4,Divorced,19321,3917,1,Y,No,11,3,2,80,0,23,4,2,13,8,12,3
33,No,Travel_Frequently,238,Sales,9,3,Other,1,192,4,Female,90,3,2,Sales Executive,2,Married,5078,12737,2,Y,No,18,4,2,80,0,3,3,2,3,3,3,3
25,No,Travel_Rarely,786,Human Resources,29,3,Medical,1,193,2,Male,83,4,3,Manager,3,Divorced,8973,11744,2,Y,No,21,3,3,80,0,10,2,4,2,2,1,2
30,No,Travel_Rarely,1096,Research & Development,17,4,Other,1,194,2,Male,59,3,2,Healthcare Representative,2,Married,4743,16655,0,Y,No,20,3,3,80,1,8,5,4,3,3,3,1
44,No,Travel_Rarely,302,Research & Development,12,3,Life Sciences,1,195,3,Male,92,2,2,Research Scientist,2,Married,4764,6401,1,Y,No,14,4,3,80,0,8,4,4,1,1,1,1
39,No,Travel_Rarely,936,Research & Development,25,4,Medical,1,196,4,Female,71,2,1,Laboratory Technician,1,Divorced,2083,22540,2,Y,No,20,3,4,80,1,11,2,3,8,8,8,8
33,No,Travel_Rarely,1270,Research & Development,4,1,Technical Degree,1,197,4,Female,78,4,1,Laboratory Technician,4,Single,2846,17803,4,Y,No,16,3,3,80,1,19,0,3,8,8,8,4
32,No,Non-Travel,270,Research & Development,14,4,Medical,1,198,2,Female,59,3,4,Manager,4,Divorced,11873,8236,3,Y,Yes,24,3,3,80,0,33,1,3,17,1,1,11
32,No,Travel_Rarely,498,Research & Development,11,2,Medical,1,199,4,Male,76,4,2,Research Scientist,3,Married,5540,4360,5,Y,No,20,3,2,80,1,6,4,2,1,1,1,1
40,Yes,Non-Travel,1144,Research & Development,24,3,Medical,1,200,3,Female,59,3,2,Research Scientist,1,Married,4752,15886,1,Y,Yes,16,3,4,80,1,14,3,2,1,1,0,1
41,No,Travel_Rarely,731,Research & Development,28,4,Life Sciences,1,201,4,Male,90,2,2,Research Scientist,4,Single,5032,21374,1,Y,No,16,3,4,80,1,40,1,3,29,15,7,17
20,No,Travel_Rarely,217,Research & Development,12,3,Medical,1,202,4,Male,39,3,5,Manager,1,Single,19311,23741,3,Y,No,25,3,3,80,0,23,4,3,18,16,3,14
44,No,Travel_Rarely,170,Sales,23,2,Life Sciences,1,203,3,Female,57,3,3,Sales Executive,3,Single,9223,3389,0,Y,No,15,3,2,80,0,9,2,3,2,2,2,2
18,No,Travel_Rarely,1050,Sales,26,4,Medical,1,204,2,Female,35,3,5,Manager,3,Married,19240,11828,1,Y,No,23,3,1,80,1,9,1,4,0,0,0,0
36,Yes,Travel_Rarely,1259,Research & Development,3,4,Life Sciences,1,205,1,Male,42,4,3,Manufacturing Director,1,Single,7551,2892,1,Y,Yes,21,3,4,80,0,8,3,2,4,4,4,4
47,No,Travel_Rarely,936,Research & Development,2,3,Life Sciences,1,206,4,Male,42,3,2,Research Scientist,3,Single,4144,11497,1,Y,Yes,14,3,1,80,1,2,5,4,2,2,2,2
40,No,Travel_Rarely,1170,Sales,26,3,Other,1,207,4,Female,86,3,1,Sales Representative,3,Married,2666,15911,0,Y,No,17,4,4,80,0,13,2,3,11,4,5,11
35,No,Travel_Rarely,475,Research & Development,18,4,Medical,1,208,4,Male,58,3,4,Research Director,3,Single,13896,17675,3,Y,No,14,3,4,80,1,3,2,4,3,3,3,3
30,No,Travel_Rarely,593,Research & Development,25,3,Medical,1,209,4,Male,55,3,2,Manufacturing Director,4,Single,5592,20886,4,Y,No,11,3,3,80,0,7,0,3,3,3,3,0
50,No,Travel_Rarely,141,Research & Development,21,1,Marketing,1,210,2,Female,66,3,2,Research Scientist,3,Single,4255,7885,6,Y,Yes,21,3,4,80,0,11,6,3,11,11,0,1
24,No,Travel_Rarely,1175,Research & Development,5,1,Life Sciences,1,211,4,Female,66,4,2,Research Scientist,3,Divorced,4085,2417,1,Y,No,25,3,2,80,0,18,2,2,4,4,4,1
36,No,Travel_Rarely,438,Sales,14,4,Other,1,212,2,Female,66,2,3,Sales Executive,4,Married,8375,19889,1,Y,No,25,3,3,80,2,7,3,4,1,1,0,1
36,Yes,Travel_Rarely,119,Research & Development,17,3,Medical,1,213,3,Male,76,4,5,Manager,2,Single,18588,2866,2,Y,Yes,16,3,3,80,0,18,1,4,4,0,3,0
34,No,Non-Travel,981,Sales,18,2,Life Sciences,1,214,3,Female,73,4,3,Sales Executive,4,Divorced,7409,21787,1,Y,No,15,3,2,80,1,5,2,4,3,3,3,3
24,No,Travel_Rarely,1106,Research & Development,10,4,Marketing,1,215,1,Male,90,4,5,Manager,3,Married,19999,19138,1,Y,No,25,4,3,80,1,17,2,4,5,5,5,5
45,Yes,Travel_Rarely,1332,Research & Development,10,4,Life Sciences,1,216,2,Male,54,3,1,Healthcare Representative,4,Single,2118,16235,5,Y,Yes,23,3,4,80,0,16,2,3,11,3,10,9
43,No,Travel_Rarely,391,Research & Development,23,3,Medical,1,217,4,Male,49,3,5,Manager,3,Married,19177,17904,1,Y,No,21,3,2,80,1,14,2,3,4,4,0,4
56,No,Travel_Rarely,1071,Research & Development,9,2,Life Sciences,1,218,4,Male,57,3,2,Healthcare Representative,4,Married,4550,10681,3,Y,No,11,4,4,80,1,12,5,2,5,5,5,2
40,No,Travel_Rarely,343,Sales,28,1,Life Sciences,1,219,4,Female,44,3,3,Sales Executive,3,Married,7849,10810,0,Y,Yes,25,3,3,80,1,5,4,4,4,4,4,4
18,No,Travel_Rarely,830,Sales,23,3,Life Sciences,1,220,2,Male,71,2,3,Sales Executive,3,Married,6628,24537,1,Y,No,24,4,3,80,1,22,3,4,5,5,5,0
46,No,Travel_Rarely,1279,Sales,10,3,Medical,1,221,3,Male,46,4,5,Manager,2,Divorced,17939,19670,0,Y,No,14,3,2,80,0,28,4,4,15,15,12,11
46,No,Travel_Frequently,520,Research & Development,27,4,Medical,1,222,2,Male,58,3,4,Manager,3,Married,13767,13669,2,Y,No,12,3,3,80,0,15,3,4,2,2,2,0
35,No,Non-Travel,1144,Sales,17,3,Life Sciences,1,223,3,Male,94,4,2,Sales Representative,3,Single,4373,26632,6,Y,Yes,19,3,3,80,0,21,2,4,4,4,4,4
39,No,Travel_Frequently,1377,Research & Development,25,3,Marketing,1,224,4,Male,69,2,1,Research Scientist,4,Married,3012,14728,2,Y,No,11,4,2,80,1,24,3,3,6,2,4,5
40,No,Travel_Rarely,509,Research & Development,12,2,Medical,1,225,4,Male,38,3,2,Research Scientist,4,Married,4611,22690,5,Y,No,16,3,3,80,1,22,2,4,8,8,8,8
44,Yes,Travel_Frequently,798,Research & Development,2,3,Life Sciences,1,226,3,Female,99,3,2,Research Scientist,1,Divorced,4763,5119,0,Y,No,11,3,3,80,0,16,4,3,2,2,2,2
46,No,Travel_Frequently,519,Research & Development,9,3,Life Sciences,1,227,3,Female,37,1,2,Healthcare Representative,4,Single,5895,21461,2,Y,Yes,14,3,1,80,1,11,0,3,9,9,9,9
27,No,Travel_Rarely,1288,Human Resources,21,3,Medical,1,228,4,Female,32,2,1,Human Resources,2,Divorced,2997,8933,0,Y,No,17,3,2,80,2,25,3,3,9,0,6,0
30,No,Travel_Rarely,643,Human Resources,3,3,Life Sciences,1,229,3,Male,46,3,2,Human Resources,3,Single,4108,10033,2,Y,Yes,16,3,2,80,2,1,4,2,1,1,1,1
44,Yes,Travel_Rarely,996,Sales,27,2,Medical,1,230,4,Female,46,3,3,Sales Executive,2,Single,6704,17221,3,Y,No,18,3,2,80,0,14,2,3,1,1,1,1
37,No,Travel_Rarely,1424,Research & Development,4,3,Life Sciences,1,231,3,Female,37,2,3,Research Scientist,3,Single,6225,22878,4,Y,No,18,3,2,80,2,15,6,3,6,6,6,6
48,No,Travel_Rarely,601,Research & Development,8,2,Marketing,1,232,4,Male,88,3,2,Research Scientist,2,Single,5250,16603,4,Y,No,25,4,2,80,2,6,3,3,1,1,1,1
39,No,Travel_Rarely,938,Research & Development,8,3,Life Sciences,1,233,3,Female,94,3,2,Research Scientist,4,Single,5155,5141,2,Y,No,21,3,3,80,3,36,1,2,21,3,12,7
41,No,Travel_Rarely,1361,Research & Development,11,3,Medical,1,234,4,Male,79,3,4,Research Director,3,Divorced,11684,14295,1,Y,No,11,3,3,80,1,28,5,4,10,2,10,2
18,No,Travel_Frequently,1041,Research & Development,16,3,Other,1,235,3,Female,67,4,2,Healthcare Representative,4,Married,5866,16344,6,Y,No,15,3,2,80,0,20,1,3,7,7,5,7
43,No,Travel_Rarely,1190,Sales,8,3,Life Sciences,1,236,3,Male,87,4,3,Sales Executive,2,Married,7300,10977,0,Y,No,13,3,3,80,0,37,4,4,22,15,0,7
40,No,Non-Travel,908,Sales,10,3,Technical Degree,1,237,4,Male,87,4,3,Sales Executive,1,Married,6709,19292,0,Y,No,11,4,2,80,1,7,3,3,3,3,3,3
41,No,Travel_Rarely,279,Research & Development,14,1,Medical,1,238,2,Male,72,3,4,Manager,4,Divorced,12925,14456,0,Y,No,21,3,4,80,1,12,3,1,5,5,5,1
37,No,Travel_Rarely,815,Sales,24,3,Medical,1,239,4,Male,87,3,4,Sales Executive,3,Divorced,10311,10658,3,Y,No,24,3,4,80,0,16,3,3,2,2,2,2
51,No,Travel_Rarely,314,Research & Development,3,3,Medical,1,240,3,Male,35,3,2,Laboratory Technician,4,Married,4534,23813,3,Y,No,19,3,3,80,0,20,2,3,4,4,3,4
38,No,Travel_Rarely,686,Sales,18,3,Other,1,241,4,Female,67,2,3,Sales Executive,2,Married,6148,6014,0,Y,No,23,3,2,80,0,28,3,3,14,14,2,14
32,No,Travel_Rarely,684,Research & Development,13,3,Life Sciences,1,242,3,Male,73,4,2,Laboratory Technician,4,Single,3759,25380,6,Y,Yes,17,4,3,80,0,14,0,4,1,1,1,1
37,Yes,Travel_Frequently,890,Research & Development,17,3,Life Sciences,1,243,3,Male,43,3,1,Laboratory Technician,3,Single,2282,15595,6,Y,Yes,18,4,4,80,0,16,4,4,8,8,8,0
48,Yes,Travel_Rarely,466,Research & Development,26,1,Medical,1,244,4,Male,65,2,1,Laboratory Technician,3,Single,2946,14042,4,Y,No,13,3,4,80,0,6,5,4,0,0,0,0
35,No,Travel_Rarely,1055,Sales,17,2,Marketing,1,245,3,Female,53,3,5,Manager,2,Married,19999,16733,0,Y,No,17,3,4,80,0,18,4,4,13,11,13,11
52,No,Non-Travel,1127,Sales,1,3,Life Sciences,1,246,3,Male,88,3,2,Sales Representative,4,Single,3647,16433,8,Y,No,18,3,3,80,1,27,4,3,26,15,10,6
32,No,Non-Travel,1487,Research & Development,7,3,Technical Degree,1,247,4,Female,44,4,2,Research Scientist,4,Single,3505,24072,3,Y,No,12,3,4,80,0,14,5,4,3,3,3,3
38,No,Travel_Rarely,450,Research & Development,15,1,Life Sciences,1,248,4,Male,71,3,5,Manager,3,Married,16793,6558,2,Y,Yes,23,3,2,80,0,8,1,4,6,6,6,6
43,No,Travel_Rarely,1191,Research & Development,20,4,Medical,1,249,3,Male,93,3,2,Manufacturing Director,4,Married,5990,22168,3,Y,No,21,4,1,80,1,16,4,3,10,10,6,10
34,No,Travel_Rarely,1465,Research & Development,13,4,Marketing,1,250,2,Male,99,4,4,Manager,2,Single,14021,2778,2,Y,No,13,3,4,80,0,16,3,3,1,1,1,1
33,No,Travel_Rarely,1300,Research & Development,12,3,Medical,1,251,2,Female,51,4,2,Research Scientist,4,Married,5398,4912,3,Y,No,19,3,4,80,1,6,1,3,2,0,2,2
20,No,Travel_Rarely,836,Research & Development,24,3,Marketing,1,252,3,Female,56,4,3,Manufacturing Director,1,Divorced,6498,10363,0,Y,No,20,3,3,80,0,13,2,3,10,3,6,9
51,No,Travel_Frequently,1448,Research & Development,26,2,Life Sciences,1,253,3,Female,40,3,5,Manager,3,Married,15474,4356,3,Y,No,22,3,4,80,0,31,0,4,15,15,11,14
40,No,Travel_Rarely,502,Research & Development,14,4,Technical Degree,1,254,3,Female,74,3,2,Research Scientist,4,Divorced,4363,13114,8,Y,No,14,3,3,80,3,19,3,3,6,2,3,6
35,Yes,Travel_Frequently,661,Sales,19,3,Life Sciences,1,255,4,Male,55,1,2,Sales Representative,2,Single,4393,14903,0,Y,No,15,3,3,80,0,11,2,1,6,6,1,5
36,No,Travel_Rarely,572,Sales,21,3,Medical,1,256,4,Female,37,3,2,Sales Executive,3,Single,5504,15025,3,Y,No,13,4,1,80,1,26,3,4,13,8,11,8
41,No,Travel_Rarely,350,Research & Development,7,3,Life Sciences,1,257,3,Male,93,2,1,Laboratory Technician,4,Married,3253,10810,4,Y,No,17,3,3,80,3,6,2,3,6,6,6,2
43,Yes,Travel_Frequently,1398,Research & Development,18,3,Human Resources,1,258,2,Male,88,3,1,Research Scientist,4,Married,2952,10192,2,Y,Yes,14,3,3,80,3,29,3,4,25,8,4,0
31,No,Travel_Rarely,689,Research & Development,14,4,Life Sciences,1,259,3,Female,80,4,3,Healthcare Representative,4,Married,6354,11626,4,Y,No,11,3,4,80,1,5,2,1,4,4,4,4
42,Yes,Travel_Rarely,304,Research & Development,16,2,Life Sciences,1,260,3,Male,72,3,3,Manufacturing Director,2,Divorced,7529,23214,3,Y,Yes,21,4,2,80,1,17,2,2,6,6,6,4
18,No,Travel_Rarely,1486,Sales,23,2,Life Sciences,1,261,3,Male,43,3,3,Sales Executive,3,Married,6271,24643,0,Y,No,19,3,3,80,3,18,4,3,9,9,6,8
22,No,Travel_Frequently,735,Research & Development,13,3,Marketing,1,262,4,Male,93,3,2,Healthcare Representative,3,Married,5851,11210,2,Y,No,18,3,3,80,3,12,4,2,3,0,3,3
45,No,Travel_Rarely,244,Sales,1,3,Marketing,1,263,4,Female,42,3,2,Sales Representative,3,Married,3558,18981,0,Y,Yes,17,3,4,80,1,10,3,2,8,7,7,8
37,No,Travel_Rarely,268,Sales,28,3,Medical,1,264,2,Male,89,4,3,Sales Executive,3,Single,7311,25070,7,Y,No,11,3,1,80,0,6,3,4,6,6,3,0
41,No,Travel_Rarely,753,Research & Development,10,3,Other,1,265,4,Female,66,3,2,Research Scientist,1,Single,5445,24323,6,Y,Yes,24,3,3,80,1,21,2,4,4,4,4,2
34,No,Travel_Rarely,1139,Research & Development,2,4,Other,1,266,3,Male,91,3,2,Research Scientist,3,Divorced,4091,21060,3,Y,No,11,3,3,80,2,11,4,3,2,2,2,1
27,No,Travel_Rarely,609,Research & Development,3,4,Medical,1,267,4,Male,74,4,2,Research Scientist,3,Married,3508,2209,5,Y,No,15,3,2,80,2,5,3,2,2,2,2,2
47,No,Travel_Rarely,1382,Research & Development,28,4,Technical Degree,1,268,3,Male,82,4,3,Manufacturing Director,4,Single,6804,24016,2,Y,No,17,3,4,80,1,21,4,1,17,13,8,2
26,No,Travel_Frequently,1038,Sales,18,1,Marketing,1,269,2,Male,69,4,1,Sales Representative,1,Married,3289,13336,1,Y,No,24,4,3,80,0,20,1,2,4,4,4,4
37,No,Travel_Rarely,1133,Sales,22,4,Life Sciences,1,270,4,Female,52,3,2,Sales Executive,4,Single,5192,19983,2,Y,No,15,3,2,80,0,9,2,3,5,5,0,5
25,No,Travel_Rarely,498,Research & Development,17,3,Medical,1,271,3,Male,66,4,1,Laboratory Technician,4,Divorced,2703,10631,1,Y,No,16,4,4,80,0,22,2,4,4,4,4,4
41,No,Travel_Rarely,1250,Research & Development,28,3,Medical,1,272,4,Male,65,2,2,Laboratory Technician,4,Married,3603,20341,1,Y,No,18,3,4,80,0,3,0,3,0,0,0,0
46,No,Travel_Rarely,871,Research & Development,3,3,Medical,1,273,2,Female,38,2,2,Research Scientist,3,Single,4888,4409,4,Y,No,18,3,1,80,0,5,0,3,1,1,1,1
27,No,Non-Travel,1272,Sales,25,3,Life Sciences,1,274,4,Female,31,3,5,Manager,3,Married,19999,12571,6,Y,No,15,3,3,80,2,18,2,3,7,7,7,7
31,No,Travel_Frequently,146,Research & Development,2,2,Life Sciences,1,275,4,Male,77,4,5,Research Director,4,Divorced,18879,10884,3,Y,No,23,3,3,80,1,17,2,4,12,12,1,4
29,No,Non-Travel,1449,Sales,15,2,Technical Degree,1,276,2,Female,53,3,2,Sales Executive,3,Married,4284,10165,1,Y,No,20,3,3,80,2,17,2,3,17,11,8,8
39,No,Travel_Rarely,532,Research & Development,1,2,Human Resources,1,277,4,Male,76,3,2,Laboratory Technician,1,Single,3866,10703,1,Y,No,13,3,3,80,0,17,3,4,6,0,6,3
30,No,Non-Travel,424,Research & Development,15,2,Marketing,1,278,4,Female,60,4,2,Healthcare Representative,4,Single,5825,8393,0,Y,No,15,3,3,80,2,2,1,3,2,0,2,2
41,No,Travel_Rarely,1020,Research & Development,27,3,Marketing,1,279,4,Female,36,2,2,Healthcare Representative,3,Married,4542,26132,1,Y,No,15,3,3,80,0,40,2,4,28,12,14,6
34,No,Travel_Rarely,738,Research & Development,10,3,Technical Degree,1,280,2,Female,40,3,1,Research Scientist,2,Married,2050,14836,2,Y,Yes,21,3,2,80,2,33,0,3,24,9,1,17
24,Yes,Travel_Rarely,547,Research & Development,9,3,Life Sciences,1,281,4,Male,99,4,1,Laboratory Technician,2,Married,1566,11798,2,Y,Yes,24,3,3,80,1,11,0,1,2,2,2,2
41,No,Travel_Rarely,1400,Sales,3,3,Marketing,1,282,4,Male,73,2,1,Sales Representative,2,Single,3111,6087,3,Y,Yes,21,3,3,80,2,14,4,2,7,7,7,3
40,No,Travel_Rarely,264,Research & Development,21,3,Medical,1,283,3,Female,98,3,2,Research Scientist,3,Divorced,3708,11569,3,Y,No,23,3,1,80,0,10,2,4,4,4,4,4
23,No,Travel_Rarely,559,Research & Development,5,2,Marketing,1,284,4,Male,95,2,2,Research Scientist,4,Married,5501,6070,0,Y,No,12,3,3,80,0,22,3,3,10,10,1,6
